,Unnamed: 0,Area,Year,Item,Unit,Value,emissionperKGProduct,productionKG,totalCO2
49008,49008,Guinea,2015,Goat,tonnes,12477.0,23.5,12477000.0,293209500.0
49068,49068,Guinea-Bissau,2015,Goat,tonnes,1136.0,23.5,1136000.0,26696000.0
49128,49128,Guyana,2015,Goat,tonnes,272.0,23.5,272000.0,6392000.0
49188,49188,Haiti,2015,Goat,tonnes,6410.0,23.5,6410000.0,150635000.0
49248,49248,Honduras,2015,Goat,tonnes,155.0,23.5,155000.0,3642500.0
49308,49308,Hungary,2015,Goat,tonnes,187.0,23.5,187000.0,4394500.0
49368,49368,India,2015,Goat,tonnes,521459.0,23.5,521459000.0,12254286500.0
49428,49428,Indonesia,2015,Goat,tonnes,64948.0,23.5,64948000.0,1526278000.0
49488,49488,Iran (Islamic Republic of),2015,Goat,tonnes,68632.0,23.5,68632000.0,1612852000.0
49548,49548,Iraq,2015,Goat,tonnes,10050.0,23.5,10050000.0,236175000.0
49611,49611,Israel,2015,Goat,tonnes,4179.0,23.5,4179000.0,98206500.0
49671,49671,Italy,2015,Goat,tonnes,1808.0,23.5,1808000.0,42488000.0
49731,49731,Jamaica,2015,Goat,tonnes,888.0,23.5,888000.0,20868000.0
49791,49791,Japan,2015,Goat,tonnes,46.0,23.5,46000.0,1081000.0
49851,49851,Jordan,2015,Goat,tonnes,5867.0,23.5,5867000.0,137874500.0
49880,49880,Kazakhstan,2015,Goat,tonnes,20962.0,23.5,20962000.0,492607000.0
49940,49940,Kenya,2015,Goat,tonnes,68016.0,23.5,68016000.0,1598376000.0
50000,50000,Kuwait,2015,Goat,tonnes,1127.0,23.5,1127000.0,26484500.0
50029,50029,Kyrgyzstan,2015,Goat,tonnes,10000.0,23.5,10000000.0,235000000.0
50089,50089,Lao People's Democratic Republic,2015,Goat,tonnes,2141.0,23.5,2141000.0,50313500.0
50152,50152,Lebanon,2015,Goat,tonnes,3267.0,23.5,3267000.0,76774500.0
50212,50212,Lesotho,2015,Goat,tonnes,356.0,23.5,356000.0,8366000.0
50272,50272,Liberia,2015,Goat,tonnes,1040.0,23.5,1040000.0,24440000.0
50332,50332,Libya,2015,Goat,tonnes,12348.0,23.5,12348000.0,290178000.0
50361,50361,Lithuania,2015,Goat,tonnes,100.0,23.5,100000.0,2350000.0
50382,50382,Luxembourg,2015,Goat,tonnes,9.0,23.5,9000.0,211500.0
50442,50442,Madagascar,2015,Goat,tonnes,3629.0,23.5,3629000.0,85281500.0
50502,50502,Malawi,2015,Goat,tonnes,39817.0,23.5,39817000.0,935699500.0
50562,50562,Malaysia,2015,Goat,tonnes,2930.0,23.5,2930000.0,68855000.0
50622,50622,Mali,2015,Goat,tonnes,6655.0,23.5,6655000.0,156392500.0
50682,50682,Malta,2015,Goat,tonnes,34.0,23.5,34000.0,799000.0
50788,50788,Mauritania,2015,Goat,tonnes,18555.0,23.5,18555000.0,436042500.0
50848,50848,Mauritius,2015,Goat,tonnes,71.0,23.5,71000.0,1668500.0
50908,50908,Mexico,2015,Goat,tonnes,39390.0,23.5,39390000.0,925665000.0
50938,50938,Micronesia (Federated States of),2015,Goat,tonnes,13.0,23.5,13000.0,305500.0
50998,50998,Mongolia,2015,Goat,tonnes,86356.0,23.5,86356000.0,2029366000.0
51013,51013,Montenegro,2015,Goat,tonnes,97.0,23.5,97000.0,2279500.0
51073,51073,Morocco,2015,Goat,tonnes,28437.0,23.5,28437000.0,668269500.0
51133,51133,Mozambique,2015,Goat,tonnes,1361.0,23.5,1361000.0,31983500.0
51193,51193,Myanmar,2015,Goat,tonnes,77000.0,23.5,77000000.0,1809500000.0
51253,51253,Namibia,2015,Goat,tonnes,3594.0,23.5,3594000.0,84459000.0
51313,51313,Nepal,2015,Goat,tonnes,60906.0,23.5,60906000.0,1431291000.0
51373,51373,Netherlands,2015,Goat,tonnes,1470.0,23.5,1470000.0,34545000.0
51433,51433,New Caledonia,2015,Goat,tonnes,9.0,23.5,9000.0,211500.0
51493,51493,New Zealand,2015,Goat,tonnes,1255.0,23.5,1255000.0,29492500.0
51553,51553,Nicaragua,2015,Goat,tonnes,35.0,23.5,35000.0,822500.0
51613,51613,Niger,2015,Goat,tonnes,24947.0,23.5,24947000.0,586254500.0
51673,51673,Nigeria,2015,Goat,tonnes,250699.0,23.5,250699000.0,5891426500.0
51733,51733,Norway,2015,Goat,tonnes,289.0,23.5,289000.0,6791500.0
51793,51793,Oman,2015,Goat,tonnes,11640.0,23.5,11640000.0,273540000.0
51853,51853,Pakistan,2015,Goat,tonnes,317000.0,23.5,317000000.0,7449500000.0
51883,51883,Palestine,2015,Goat,tonnes,4185.0,23.5,4185000.0,98347500.0
51943,51943,Papua New Guinea,2015,Goat,tonnes,10.0,23.5,10000.0,235000.0
52003,52003,Paraguay,2015,Goat,tonnes,1062.0,23.5,1062000.0,24957000.0
52063,52063,Peru,2015,Goat,tonnes,5901.0,23.5,5901000.0,138673500.0
52123,52123,Philippines,2015,Goat,tonnes,56705.0,23.5,56705000.0,1332567500.0
52153,52153,Poland,2015,Goat,tonnes,,23.5,,
52213,52213,Portugal,2015,Goat,tonnes,1221.0,23.5,1221000.0,28693500.0
52273,52273,Puerto Rico,2015,Goat,tonnes,11.0,23.5,11000.0,258500.0
52333,52333,Qatar,2015,Goat,tonnes,3402.0,23.5,3402000.0,79947000.0
52393,52393,Republic of Korea,2015,Goat,tonnes,1666.0,23.5,1666000.0,39151000.0
52499,52499,Romania,2015,Goat,tonnes,8641.0,23.5,8641000.0,203063500.0
52528,52528,Russian Federation,2015,Goat,tonnes,17651.0,23.5,17651000.0,414798500.0
52588,52588,Rwanda,2015,Goat,tonnes,19356.0,23.5,19356000.0,454866000.0
52648,52648,Saint Kitts and Nevis,2015,Goat,tonnes,6.0,23.5,6000.0,141000.0
52708,52708,Saint Lucia,2015,Goat,tonnes,70.0,23.5,70000.0,1645000.0
52768,52768,Saint Vincent and the Grenadines,2015,Goat,tonnes,33.0,23.5,33000.0,775500.0
52828,52828,Sao Tome and Principe,2015,Goat,tonnes,11.0,23.5,11000.0,258500.0
52888,52888,Saudi Arabia,2015,Goat,tonnes,29851.0,23.5,29851000.0,701498500.0
52948,52948,Senegal,2015,Goat,tonnes,18052.0,23.5,18052000.0,424222000.0
52963,52963,Serbia,2015,Goat,tonnes,3701.0,23.5,3701000.0,86973500.0
53037,53037,Seychelles,2015,Goat,tonnes,21.0,23.5,21000.0,493500.0
53097,53097,Sierra Leone,2015,Goat,tonnes,1911.0,23.5,1911000.0,44908500.0
53157,53157,Singapore,2015,Goat,tonnes,11.0,23.5,11000.0,258500.0
53185,53185,Slovakia,2015,Goat,tonnes,261.0,23.5,261000.0,6133500.0
53214,53214,Slovenia,2015,Goat,tonnes,305.0,23.5,305000.0,7167500.0
53274,53274,Somalia,2015,Goat,tonnes,38894.0,23.5,38894000.0,914009000.0
53334,53334,South Africa,2015,Goat,tonnes,10814.0,23.5,10814000.0,254129000.0
53343,53343,South Sudan,2015,Goat,tonnes,25549.0,23.5,25549000.0,600401500.0
53403,53403,Spain,2015,Goat,tonnes,9120.0,23.5,9120000.0,214320000.0
53463,53463,Sri Lanka,2015,Goat,tonnes,1030.0,23.5,1030000.0,24205000.0
53472,53472,Sudan,2015,Goat,tonnes,116000.0,23.5,116000000.0,2726000000.0
53583,53583,Suriname,2015,Goat,tonnes,6.0,23.5,6000.0,141000.0
53646,53646,Switzerland,2015,Goat,tonnes,547.0,23.5,547000.0,12854500.0
53706,53706,Syrian Arab Republic,2015,Goat,tonnes,13800.0,23.5,13800000.0,324300000.0
53766,53766,Thailand,2015,Goat,tonnes,1745.0,23.5,1745000.0,41007500.0
53826,53826,Timor-Leste,2015,Goat,tonnes,456.0,23.5,456000.0,10716000.0
53886,53886,Togo,2015,Goat,tonnes,6964.0,23.5,6964000.0,163654000.0
53946,53946,Tonga,2015,Goat,tonnes,27.0,23.5,27000.0,634500.0
54006,54006,Trinidad and Tobago,2015,Goat,tonnes,54.0,23.5,54000.0,1269000.0
54066,54066,Tunisia,2015,Goat,tonnes,9700.0,23.5,9700000.0,227950000.0
54126,54126,Türkiye,2015,Goat,tonnes,33990.0,23.5,33990000.0,798765000.0
54155,54155,Turkmenistan,2015,Goat,tonnes,10400.0,23.5,10400000.0,244400000.0
54215,54215,Uganda,2015,Goat,tonnes,35537.0,23.5,35537000.0,835119500.0
54244,54244,Ukraine,2015,Goat,tonnes,5300.0,23.5,5300000.0,124550000.0
54304,54304,United Arab Emirates,2015,Goat,tonnes,49000.0,23.5,49000000.0,1151500000.0
54364,54364,United Republic of Tanzania,2015,Goat,tonnes,41752.0,23.5,41752000.0,981172000.0
54394,54394,United States of America,2015,Goat,tonnes,8709.0,23.5,8709000.0,204661500.0
54485,54485,Vanuatu,2015,Goat,tonnes,34.0,23.5,34000.0,799000.0
54545,54545,Venezuela (Bolivarian Republic of),2015,Goat,tonnes,5868.0,23.5,5868000.0,137898000.0
54605,54605,Viet Nam,2015,Goat,tonnes,12820.0,23.5,12820000.0,301270000.0
54665,54665,Yemen,2015,Goat,tonnes,70312.0,23.5,70312000.0,1652332000.0
54725,54725,Zambia,2015,Goat,tonnes,10006.0,23.5,10006000.0,235141000.0
54785,54785,Zimbabwe,2015,Goat,tonnes,21971.0,23.5,21971000.0,516318500.0
54845,54845,World,2015,Goat,tonnes,5499425.0,23.5,5499425000.0,129236487500.0
54905,54905,Africa,2015,Goat,tonnes,1250939.0,23.5,1250939000.0,29397066500.0
54965,54965,Eastern Africa,2015,Goat,tonnes,404325.0,23.5,404325000.0,9501637500.0
55025,55025,Middle Africa,2015,Goat,tonnes,177185.0,23.5,177185000.0,4163847500.0
55085,55085,Northern Africa,2015,Goat,tonnes,236481.0,23.5,236481000.0,5557303500.0
55145,55145,Southern Africa,2015,Goat,tonnes,20511.0,23.5,20511000.0,482008500.0
55205,55205,Western Africa,2015,Goat,tonnes,412437.0,23.5,412437000.0,9692269500.0
55265,55265,Americas,2015,Goat,tonnes,124302.0,23.5,124302000.0,2921097000.0
55295,55295,Northern America,2015,Goat,tonnes,8709.0,23.5,8709000.0,204661500.0
55355,55355,Central America,2015,Goat,tonnes,39927.0,23.5,39927000.0,938284500.0
55415,55415,Caribbean,2015,Goat,tonnes,11251.0,23.5,11251000.0,264398500.0
55475,55475,South America,2015,Goat,tonnes,64415.0,23.5,64415000.0,1513752500.0
55535,55535,Asia,2015,Goat,tonnes,3988000.0,23.5,3988000000.0,93718000000.0
55564,55564,Central Asia,2015,Goat,tonnes,41362.0,23.5,41362000.0,972007000.0
55624,55624,Eastern Asia,2015,Goat,tonnes,2259953.0,23.5,2259953000.0,53108895500.0
55684,55684,Southern Asia,2015,Goat,tonnes,1224891.0,23.5,1224891000.0,28784938500.0
55744,55744,South-eastern Asia,2015,Goat,tonnes,218784.0,23.5,218784000.0,5141424000.0
55804,55804,Western Asia,2015,Goat,tonnes,243010.0,23.5,243010000.0,5710735000.0
55864,55864,Europe,2015,Goat,tonnes,102393.0,23.5,102393000.0,2406235500.0
55924,55924,Eastern Europe,2015,Goat,tonnes,34056.0,23.5,34056000.0,800316000.0
55984,55984,Northern Europe,2015,Goat,tonnes,405.0,23.5,405000.0,9517500.0
56044,56044,Southern Europe,2015,Goat,tonnes,52453.0,23.5,52453000.0,1232645500.0
56104,56104,Western Europe,2015,Goat,tonnes,15479.0,23.5,15479000.0,363756500.0
56164,56164,Oceania,2015,Goat,tonnes,33791.0,23.5,33791000.0,794088500.0
56224,56224,Australia and New Zealand,2015,Goat,tonnes,33540.0,23.5,33540000.0,788190000.0
56284,56284,Melanesia,2015,Goat,tonnes,137.0,23.5,137000.0,3219500.0
56314,56314,Micronesia,2015,Goat,tonnes,13.0,23.5,13000.0,305500.0
56374,56374,Polynesia,2015,Goat,tonnes,101.0,23.5,101000.0,2373500.0
56434,56434,European Union (27),2015,Goat,tonnes,67156.0,23.5,67156000.0,1578166000.0
56494,56494,Least Developed Countries,2015,Goat,tonnes,1194332.0,23.5,1194332000.0,28066802000.0
56554,56554,Land Locked Developing Countries,2015,Goat,tonnes,679788.0,23.5,679788000.0,15975018000.0
56614,56614,Small Island Developing States,2015,Goat,tonnes,14983.0,23.5,14983000.0,352100500.0
56674,56674,Low Income Food Deficit Countries,2015,Goat,tonnes,1794513.0,23.5,1794513000.0,42171055500.0
56734,56734,Net Food Importing Developing Countries,2015,Goat,tonnes,1792422.0,23.5,1792422000.0,42121917000.0
93386,93386,Afghanistan,2015,Wheat,tonnes,4673040.0,1.4,4673040000.0,6542256000.0
93446,93446,Albania,2015,Wheat,tonnes,275000.0,1.4,275000000.0,385000000.0
93506,93506,Algeria,2015,Wheat,tonnes,2656731.0,1.4,2656731000.0,3719423400.0
93566,93566,Angola,2015,Wheat,tonnes,2978.0,1.4,2978000.0,4169200.0
93626,93626,Argentina,2015,Wheat,tonnes,13930078.0,1.4,13930078000.0,19502109200.0
93655,93655,Armenia,2015,Wheat,tonnes,362746.0,1.4,362746000.0,507844400.0
93715,93715,Australia,2015,Wheat,tonnes,23742560.0,1.4,23742560000.0,33239584000.0
93775,93775,Austria,2015,Wheat,tonnes,1725737.0,1.4,1725737000.0,2416031800.0
93804,93804,Azerbaijan,2015,Wheat,tonnes,1639830.0,1.4,1639830000.0,2295762000.0
93864,93864,Bangladesh,2015,Wheat,tonnes,1348000.0,1.4,1348000000.0,1887200000.0
93893,93893,Belarus,2015,Wheat,tonnes,2896411.0,1.4,2896411000.0,4054975400.0
93914,93914,Belgium,2015,Wheat,tonnes,2019347.0,1.4,2019347000.0,2827085800.0
94013,94013,Bhutan,2015,Wheat,tonnes,3730.0,1.4,3730000.0,5222000.0
94073,94073,Bolivia (Plurinational State of),2015,Wheat,tonnes,337599.0,1.4,337599000.0,472638600.0
94102,94102,Bosnia and Herzegovina,2015,Wheat,tonnes,213015.0,1.4,213015000.0,298221000.0
94162,94162,Botswana,2015,Wheat,tonnes,0.0,1.4,0.0,0.0
94222,94222,Brazil,2015,Wheat,tonnes,5508451.0,1.4,5508451000.0,7711831399.999999
94282,94282,Bulgaria,2015,Wheat,tonnes,5011597.0,1.4,5011597000.0,7016235800.0
94342,94342,Burundi,2015,Wheat,tonnes,6656.0,1.4,6656000.0,9318400.0
94387,94387,Cameroon,2015,Wheat,tonnes,850.0,1.4,850000.0,1190000.0
94447,94447,Canada,2015,Wheat,tonnes,27647400.0,1.4,27647400000.0,38706360000.0
94507,94507,Chad,2015,Wheat,tonnes,965.0,1.4,965000.0,1351000.0
94567,94567,Chile,2015,Wheat,tonnes,1482310.0,1.4,1482310000.0,2075234000.0
94627,94627,China,2015,Wheat,tonnes,132646335.0,1.4,132646335000.0,185704869000.0
94687,94687,"China, mainland",2015,Wheat,tonnes,132639000.0,1.4,132639000000.0,185694600000.0
94747,94747,"China, Taiwan Province of",2015,Wheat,tonnes,7335.0,1.4,7335000.0,10269000.0
94807,94807,Colombia,2015,Wheat,tonnes,9891.0,1.4,9891000.0,13847400.0
94836,94836,Croatia,2015,Wheat,tonnes,758638.0,1.4,758638000.0,1062093200.0
94896,94896,Cyprus,2015,Wheat,tonnes,35356.0,1.4,35356000.0,49498400.0
94924,94924,Czechia,2015,Wheat,tonnes,5274272.0,1.4,5274272000.0,7383980800.0
95016,95016,Democratic People's Republic of Korea,2015,Wheat,tonnes,55000.0,1.4,55000000.0,77000000.0
95076,95076,Democratic Republic of the Congo,2015,Wheat,tonnes,9500.0,1.4,9500000.0,13300000.0
95136,95136,Denmark,2015,Wheat,tonnes,5029300.0,1.4,5029300000.0,7041020000.0
95196,95196,Ecuador,2015,Wheat,tonnes,2053.0,1.4,2053000.0,2874200.0
95256,95256,Egypt,2015,Wheat,tonnes,9607736.0,1.4,9607736000.0,13450830400.0
95284,95284,Eritrea,2015,Wheat,tonnes,25000.0,1.4,25000000.0,35000000.0
95313,95313,Estonia,2015,Wheat,tonnes,812600.0,1.4,812600000.0,1137640000.0
95364,95364,Eswatini,2015,Wheat,tonnes,687.0,1.4,687000.0,961800.0
95392,95392,Ethiopia,2015,Wheat,tonnes,4650934.0,1.4,4650934000.0,6511307600.0
95484,95484,Finland,2015,Wheat,tonnes,992100.0,1.4,992100000.0,1388940000.0
95544,95544,France,2015,Wheat,tonnes,42750027.0,1.4,42750027000.0,59850037800.0
95573,95573,Georgia,2015,Wheat,tonnes,125600.0,1.4,125600000.0,175840000.0
95633,95633,Germany,2015,Wheat,tonnes,26549500.0,1.4,26549500000.0,37169300000.0
95693,95693,Greece,2015,Wheat,tonnes,1458705.0,1.4,1458705000.0,2042187000.0
95753,95753,Guatemala,2015,Wheat,tonnes,594.0,1.4,594000.0,831600.0
95813,95813,Honduras,2015,Wheat,tonnes,1213.0,1.4,1213000.0,1698200.0
95873,95873,Hungary,2015,Wheat,tonnes,5331426.0,1.4,5331426000.0,7463996400.0
95933,95933,India,2015,Wheat,tonnes,86530000.0,1.4,86530000000.0,121141999999.99998
95993,95993,Iran (Islamic Republic of),2015,Wheat,tonnes,11522318.0,1.4,11522318000.0,16131245199.999998
96053,96053,Iraq,2015,Wheat,tonnes,2645061.0,1.4,2645061000.0,3703085400.0
96113,96113,Ireland,2015,Wheat,tonnes,696600.0,1.4,696600000.0,975240000.0
96173,96173,Israel,2015,Wheat,tonnes,173000.0,1.4,173000000.0,242200000.0
96233,96233,Italy,2015,Wheat,tonnes,7394495.0,1.4,7394495000.0,10352293000.0
96293,96293,Japan,2015,Wheat,tonnes,1004000.0,1.4,1004000000.0,1405600000.0
96353,96353,Jordan,2015,Wheat,tonnes,21925.0,1.4,21925000.0,30695000.0
96382,96382,Kazakhstan,2015,Wheat,tonnes,13746967.0,1.4,13746967000.0,19245753800.0
96442,96442,Kenya,2015,Wheat,tonnes,238600.0,1.4,238600000.0,334040000.0
96478,96478,Kuwait,2015,Wheat,tonnes,45.0,1.4,45000.0,62999.99999999999
96507,96507,Kyrgyzstan,2015,Wheat,tonnes,704601.0,1.4,704601000.0,986441400.0
96536,96536,Latvia,2015,Wheat,tonnes,2250100.0,1.4,2250100000.0,3150140000.0
96596,96596,Lebanon,2015,Wheat,tonnes,139000.0,1.4,139000000.0,194600000.0
96656,96656,Lesotho,2015,Wheat,tonnes,7069.0,1.4,7069000.0,9896600.0
96716,96716,Libya,2015,Wheat,tonnes,160000.0,1.4,160000000.0,224000000.0
96745,96745,Lithuania,2015,Wheat,tonnes,4380330.0,1.4,4380330000.0,6132462000.0
96766,96766,Luxembourg,2015,Wheat,tonnes,91058.0,1.4,91058000.0,127481200.0
96811,96811,Madagascar,2015,Wheat,tonnes,5000.0,1.4,5000000.0,7000000.0
96871,96871,Malawi,2015,Wheat,tonnes,1178.0,1.4,1178000.0,1649200.0
96931,96931,Mali,2015,Wheat,tonnes,35756.0,1.4,35756000.0,50058400.0
96991,96991,Malta,2015,Wheat,tonnes,10000.0,1.4,10000000.0,14000000.0
97051,97051,Mauritania,2015,Wheat,tonnes,7050.0,1.4,7050000.0,9870000.0
97111,97111,Mexico,2015,Wheat,tonnes,3710706.0,1.4,3710706000.0,5194988400.0
97171,97171,Mongolia,2015,Wheat,tonnes,206508.0,1.4,206508000.0,289111200.0
97186,97186,Montenegro,2015,Wheat,tonnes,2111.0,1.4,2111000.0,2955400.0
97246,97246,Morocco,2015,Wheat,tonnes,8074659.0,1.4,8074659000.0,11304522600.0
97306,97306,Mozambique,2015,Wheat,tonnes,20280.0,1.4,20280000.0,28392000.0
97366,97366,Myanmar,2015,Wheat,tonnes,179300.0,1.4,179300000.0,251020000.0
97426,97426,Namibia,2015,Wheat,tonnes,10148.0,1.4,10148000.0,14207200.0
97486,97486,Nepal,2015,Wheat,tonnes,1975625.0,1.4,1975625000.0,2765875000.0
97546,97546,Netherlands,2015,Wheat,tonnes,1300085.0,1.4,1300085000.0,1820119000.0
97606,97606,New Caledonia,2015,Wheat,tonnes,7.0,1.4,7000.0,9800.0
97666,97666,New Zealand,2015,Wheat,tonnes,413533.0,1.4,413533000.0,578946200.0
97726,97726,Niger,2015,Wheat,tonnes,8090.0,1.4,8090000.0,11326000.0
97786,97786,Nigeria,2015,Wheat,tonnes,60000.0,1.4,60000000.0,84000000.0
97815,97815,North Macedonia,2015,Wheat,tonnes,201218.0,1.4,201218000.0,281705200.0
97875,97875,Norway,2015,Wheat,tonnes,495200.0,1.4,495200000.0,693280000.0
97935,97935,Oman,2015,Wheat,tonnes,2525.0,1.4,2525000.0,3535000.0
97995,97995,Pakistan,2015,Wheat,tonnes,25086174.0,1.4,25086174000.0,35120643600.0
98055,98055,Palestine,2015,Wheat,tonnes,26320.0,1.4,26320000.0,36848000.0
98115,98115,Paraguay,2015,Wheat,tonnes,1139147.0,1.4,1139147000.0,1594805800.0
98175,98175,Peru,2015,Wheat,tonnes,214849.0,1.4,214849000.0,300788600.0
98235,98235,Poland,2015,Wheat,tonnes,10957787.0,1.4,10957787000.0,15340901799.999998
98295,98295,Portugal,2015,Wheat,tonnes,80393.0,1.4,80393000.0,112550200.0
98345,98345,Qatar,2015,Wheat,tonnes,0.0,1.4,0.0,0.0
98405,98405,Republic of Korea,2015,Wheat,tonnes,26433.0,1.4,26433000.0,37006200.0
98434,98434,Republic of Moldova,2015,Wheat,tonnes,922283.0,1.4,922283000.0,1291196200.0
98494,98494,Romania,2015,Wheat,tonnes,7962421.0,1.4,7962421000.0,11147389400.0
98523,98523,Russian Federation,2015,Wheat,tonnes,61785799.0,1.4,61785799000.0,86500118600.0
98583,98583,Rwanda,2015,Wheat,tonnes,7995.0,1.4,7995000.0,11193000.0
98643,98643,Saudi Arabia,2015,Wheat,tonnes,693776.0,1.4,693776000.0,971286400.0
98658,98658,Serbia,2015,Wheat,tonnes,2428203.0,1.4,2428203000.0,3399484200.0
98700,98700,Slovakia,2015,Wheat,tonnes,2082134.0,1.4,2082134000.0,2914987600.0
98729,98729,Slovenia,2015,Wheat,tonnes,157058.0,1.4,157058000.0,219881200.0
98765,98765,Somalia,2015,Wheat,tonnes,1031.0,1.4,1031000.0,1443400.0
98825,98825,South Africa,2015,Wheat,tonnes,1440000.0,1.4,1440000000.0,2016000000.0
98834,98834,South Sudan,2015,Wheat,tonnes,,1.4,,
98894,98894,Spain,2015,Wheat,tonnes,6362694.0,1.4,6362694000.0,8907771600.0
98903,98903,Sudan,2015,Wheat,tonnes,778600.0,1.4,778600000.0,1090040000.0
99014,99014,Sweden,2015,Wheat,tonnes,3300400.0,1.4,3300400000.0,4620560000.0
99074,99074,Switzerland,2015,Wheat,tonnes,527257.0,1.4,527257000.0,738159800.0
99134,99134,Syrian Arab Republic,2015,Wheat,tonnes,2677156.0,1.4,2677156000.0,3748018400.0
99163,99163,Tajikistan,2015,Wheat,tonnes,896362.0,1.4,896362000.0,1254906800.0
99198,99198,Thailand,2015,Wheat,tonnes,1265.0,1.4,1265000.0,1771000.0
99258,99258,Tunisia,2015,Wheat,tonnes,912570.0,1.4,912570000.0,1277598000.0
99318,99318,Türkiye,2015,Wheat,tonnes,22600000.0,1.4,22600000000.0,31640000000.0
99347,99347,Turkmenistan,2015,Wheat,tonnes,1406000.0,1.4,1406000000.0,1968400000.0
99402,99402,Uganda,2015,Wheat,tonnes,22078.0,1.4,22078000.0,30909200.0
99431,99431,Ukraine,2015,Wheat,tonnes,26532100.0,1.4,26532100000.0,37144940000.0
99475,99475,United Arab Emirates,2015,Wheat,tonnes,,1.4,,
99535,99535,United Kingdom of Great Britain and Northern Ireland,2015,Wheat,tonnes,16444000.0,1.4,16444000000.0,23021600000.0
99595,99595,United Republic of Tanzania,2015,Wheat,tonnes,72483.0,1.4,72483000.0,101476200.0
99655,99655,United States of America,2015,Wheat,tonnes,55839540.0,1.4,55839540000.0,78175356000.0
99715,99715,Uruguay,2015,Wheat,tonnes,1076000.0,1.4,1076000000.0,1506400000.0
99775,99775,Uzbekistan,2015,Wheat,tonnes,6964664.0,1.4,6964664000.0,9750529600.0
99835,99835,Venezuela (Bolivarian Republic of),2015,Wheat,tonnes,179.0,1.4,179000.0,250600.0
99895,99895,Yemen,2015,Wheat,tonnes,124940.0,1.4,124940000.0,174916000.0
99986,99986,Zambia,2015,Wheat,tonnes,214230.0,1.4,214230000.0,299922000.0
100046,100046,Zimbabwe,2015,Wheat,tonnes,45302.0,1.4,45302000.0,63422799.99999999
100106,100106,World,2015,Wheat,tonnes,741845269.0,1.4,741845269000.0,1038583376600.0
100166,100166,Africa,2015,Wheat,tonnes,29084156.0,1.4,29084156000.0,40717818400.0
100226,100226,Eastern Africa,2015,Wheat,tonnes,5310767.0,1.4,5310767000.0,7435073800.0
100286,100286,Middle Africa,2015,Wheat,tonnes,14293.0,1.4,14293000.0,20010200.0
100346,100346,Northern Africa,2015,Wheat,tonnes,22190296.0,1.4,22190296000.0,31066414400.0
100406,100406,Southern Africa,2015,Wheat,tonnes,1457904.0,1.4,1457904000.0,2041065600.0
100466,100466,Western Africa,2015,Wheat,tonnes,110896.0,1.4,110896000.0,155254400.0
100526,100526,Americas,2015,Wheat,tonnes,110900010.0,1.4,110900010000.0,155260014000.0
100586,100586,Northern America,2015,Wheat,tonnes,83486940.0,1.4,83486940000.0,116881716000.0
100646,100646,Central America,2015,Wheat,tonnes,3712513.0,1.4,3712513000.0,5197518200.0
100706,100706,South America,2015,Wheat,tonnes,23700557.0,1.4,23700557000.0,33180779800.0
100766,100766,Asia,2015,Wheat,tonnes,320243602.0,1.4,320243602000.0,448341042800.0
100795,100795,Central Asia,2015,Wheat,tonnes,23718594.0,1.4,23718594000.0,33206031600.0
100855,100855,Eastern Asia,2015,Wheat,tonnes,133938276.0,1.4,133938276000.0,187513586400.0
100915,100915,Southern Asia,2015,Wheat,tonnes,131138887.0,1.4,131138887000.0,183594441800.0
100975,100975,South-eastern Asia,2015,Wheat,tonnes,180565.0,1.4,180565000.0,252791000.0
101035,101035,Western Asia,2015,Wheat,tonnes,31267280.0,1.4,31267280000.0,43774192000.0
101095,101095,Europe,2015,Wheat,tonnes,257461401.0,1.4,257461401000.0,360445961400.0
101155,101155,Eastern Europe,2015,Wheat,tonnes,128756230.0,1.4,128756230000.0,180258722000.0
101215,101215,Northern Europe,2015,Wheat,tonnes,34400630.0,1.4,34400630000.0,48160882000.0
101275,101275,Southern Europe,2015,Wheat,tonnes,19341530.0,1.4,19341530000.0,27078142000.0
101335,101335,Western Europe,2015,Wheat,tonnes,74963011.0,1.4,74963011000.0,104948215400.0
101395,101395,Oceania,2015,Wheat,tonnes,24156100.0,1.4,24156100000.0,33818540000.0
101455,101455,Australia and New Zealand,2015,Wheat,tonnes,24156093.0,1.4,24156093000.0,33818530200.0
101515,101515,Melanesia,2015,Wheat,tonnes,7.0,1.4,7000.0,9800.0
101575,101575,European Union (27),2015,Wheat,tonnes,144774160.0,1.4,144774160000.0,202683824000.0
101635,101635,Least Developed Countries,2015,Wheat,tonnes,14181508.0,1.4,14181508000.0,19854111200.0
101695,101695,Land Locked Developing Countries,2015,Wheat,tonnes,40181260.0,1.4,40181260000.0,56253764000.0
101755,101755,Small Island Developing States,2015,Wheat,tonnes,7.0,1.4,7000.0,9800.0
101815,101815,Low Income Food Deficit Countries,2015,Wheat,tonnes,111893805.0,1.4,111893805000.0,156651327000.0
101875,101875,Net Food Importing Developing Countries,2015,Wheat,tonnes,58556756.0,1.4,58556756000.0,81979458400.0
101935,101935,Afghanistan,2015,Beef,tonnes,111438.0,21.1,111438000.0,2351341800.0
101995,101995,Albania,2015,Beef,tonnes,38556.0,21.1,38556000.0,813531600.0
102055,102055,Algeria,2015,Beef,tonnes,155037.0,21.1,155037000.0,3271280700.0
102115,102115,Angola,2015,Beef,tonnes,102043.0,21.1,102043000.0,2153107300.0
